SN|Res|FS|Wage|IntInc|Div|AliR|SSInc|RRInc|SchCInc|CapGains|QualDiv|TotInc|STCode|Tax|STFS|TUNO|NTUF|
081721375|2|5|426770.18|068672.58|426212.33|-313468.17|440082.67|450881.25|-014554.46|-120665.23|-017412.70|-860451.06|45|448338.40|8|5|0|
741215140|6|2|-436446.41|-223006.56|154382.77|-658281.61|-228784.31|830423.15|508662.38|-820082.02|-453182.77|456856.51|28|808427.53|1|5|5|
305052387|4|2|-774618.02|014187.40|047817.77|-521633.64|-725584.03|-611677.03|-785122.87|382016.12|134452.42|260422.37|74|-643212.83|2|7|2|
523312235|5|7|207848.10|267235.27|823173.40|627710.23|354264.28|465116.41|-636554.55|-025814.34|675814.10|141052.58|50|104164.14|1|8|8|
633428340|3|6|854487.67|750774.12|863024.20|-748531.88|054772.43|231051.68|233652.60|-058465.44|652161.00|412270.13|32|124632.32|6|4|7|
064806468|6|1|613103.87|-073003.12|025536.38|688373.32|662340.87|210101.60|004563.75|-876607.72|556446.07|-055853.15|67|-328607.86|8|3|5|
826722333|6|4|442340.67|407574.12|777733.00|-770864.74|258588.23|317610.74|663448.00|-633540.86|-270361.67|528780.57|83|-711214.77|4|1|0|
074254532|2|3|-484823.73|438614.34|013647.80|-883568.18|673827.86|-387614.26|-101072.41|506483.16|800516.70|-676272.54|60|-515107.30|3|4|3|
647522067|2|0|-615640.16|-331288.61|-320282.27|227643.62|444575.25|822745.38|-080670.88|131103.82|-715048.40|-248631.02|36|-434211.28|5|1|8|
076505026|0|4|223487.47|-250241.18|120734.88|463765.32|-355360.48|402524.51|-068300.50|-126374.74|513351.48|305251.64|63|-768655.32|6|6|1|
146488253|5|3|-362713.26|-843583.88|530347.42|-448525.61|-518503.07|-348221.86|-467001.05|055555.25|-178053.68|276507.75|28|556451.80|2|0|6|
863626423|6|4|-382630.74|170875.21|011248.50|363382.23|118533.20|-057046.53|-540250.12|273013.06|710800.35|-207174.15|62|-367105.55|4|2|2|
185184848|8|8|634514.60|325578.58|-505753.10|-326860.14|-757808.45|-126581.72|-276530.07|-027614.51|043518.01|011613.70|38|-285310.42|1|3|5|
016400871|2|2|-551402.46|-806134.75|284270.56|802113.21|-621523.60|218250.82|067178.11|-655442.60|455446.83|-864443.33|04|-857856.57|6|6|1|
846686117|4|2|240713.18|-717177.54|-132840.56|-181460.70|-354871.61|-456387.65|-013642.47|-267356.81|101808.80|-364658.10|58|433831.28|1|7|3|
363752335|5|6|186006.23|748758.66|243777.08|146846.01|-720600.70|-850115.03|054118.53|586421.88|004427.08|-158653.03|58|417807.66|0|1|6|
555831347|4|0|081305.14|816533.64|-700274.14|-074058.47|-606664.20|731528.21|-833266.70|723128.05|-524018.71|310736.63|88|011083.05|3|4|0|
502105045|7|0|-602204.32|-130800.73|783884.22|-802333.60|058666.72|054882.73|305273.04|-717368.63|-814000.21|585727.35|21|238623.71|5|6|3|
013665062|2|0|-212228.18|-866363.73|-314246.26|707300.62|126608.53|-455645.13|768574.35|-753781.53|-006611.11|-683268.07|23|385630.63|2|3|1|
274572151|2|7|143361.57|301078.88|-650866.22|-548173.71|853540.45|252861.02|-470787.80|076385.23|078741.33|-846385.30|24|414153.77|4|4|1|
357503547|1|0|331831.08|464322.02|367871.76|455322.41|-465863.64|068088.24|-845284.30|-212583.02|602630.27|-163502.04|88|-800186.22|3|3|3|
887123168|5|8|-853436.38|-520015.17|-846474.15|342135.36|-248562.03|-002287.14|-615000.28|267368.61|-771082.11|055022.15|02|548781.18|0|5|7|
531630844|2|4|572313.71|588588.83|822352.48|070550.66|647877.68|527027.10|842347.71|231424.45|488403.47|-327455.88|11|-763132.62|1|4|1|
241242282|6|0|-766116.73|-276086.88|683864.66|101567.17|601600.88|-274818.47|-735632.50|403177.45|825626.20|863656.03|43|213078.53|8|7|5|
630786041|1|5|-463072.56|-501547.70|238285.57|-306333.46|-074570.24|-383267.62|250173.60|846504.87|-106002.85|-551270.84|74|-352043.45|5|5|4|
624752154|3|8|671684.58|204776.14|472674.61|-671552.45|-775686.28|-216188.16|507864.84|421331.06|185762.47|686605.31|74|-248836.08|4|7|8|
201078114|4|7|-105416.03|441607.32|546644.68|483278.24|341715.63|-500050.44|-715062.70|632066.08|320200.06|373424.28|72|540866.46|8|0|3|
041678520|3|7|261143.12|-484045.45|504420.48|-102538.28|421444.74|-777103.04|546260.28|-104272.56|864068.64|-462563.64|33|526502.61|6|6|0|
860343102|1|4|-566571.00|644556.02|-633321.80|-371677.80|-067110.73|010703.24|-203165.04|-504238.32|-854802.11|134166.24|70|188814.14|7|4|4|
312118584|3|1|-401244.37|427270.62|066332.75|813878.27|111431.18|731024.35|-082318.48|584222.60|407302.83|-088556.63|50|362763.35|2|1|1|
867038688|4|1|-551274.78|-150530.67|673143.60|783828.84|363867.70|-607184.85|-662382.27|-834040.72|705754.33|600674.05|17|455081.55|3|6|2|
804705517|0|8|838320.82|347720.45|-340833.83|-778152.62|-664800.71|-505226.41|-470031.72|-111421.12|044672.25|331712.06|18|053350.58|6|1|5|
360418406|0|8|-080456.57|-426314.04|-017080.32|870102.36|816588.66|-255356.84|-376537.34|254172.77|110774.40|585420.02|38|-025823.31|6|8|2|
506077302|3|7|308721.10|-457834.88|-260338.57|310366.66|847767.67|245487.32|-315026.35|-588331.27|601502.78|227205.04|13|-230576.28|8|4|2|
543650027|4|4|-152655.76|-881138.20|-322000.84|000082.78|-225432.55|606674.35|755606.02|354246.05|-275687.64|052330.85|51|258647.03|1|7|3|
878065485|4|3|688335.32|-646352.18|512644.13|215714.76|325552.18|003345.58|-561484.60|654864.42|-565052.02|-347824.88|27|755335.77|0|3|7|
480718751|6|3|-401514.12|-567825.74|-422671.36|244240.61|782885.02|083562.51|771506.15|227083.87|436880.48|074660.48|07|316141.11|0|7|5|
822526018|0|5|-405488.27|-132853.16|-665017.24|-061017.38|-201840.24|475273.34|015208.52|026384.47|881344.25|338585.61|45|-252353.27|8|5|7|
645684707|7|0|843748.14|-140274.52|-304085.12|768350.62|-741033.33|334158.17|-620852.54|-122127.63|502535.88|-634876.36|02|-233720.57|4|7|1|
113850513|1|8|103531.22|-524086.10|065306.08|087771.83|-587562.36|326340.86|347780.58|-677572.88|-077481.46|-325068.28|31|-158500.81|0|0|5|
850064026|1|8|548722.52|-850143.03|233852.82|803687.08|-262540.32|221023.62|-288042.31|112571.32|671302.57|716652.40|57|-751446.67|0|2|7|
217444426|8|6|-065035.28|-437667.12|-575222.81|-521640.73|-315171.16|128746.58|-307368.65|-604368.65|786802.51|638356.70|77|741517.64|4|6|3|
287066287|8|4|254036.04|-802566.65|-324110.80|-035045.45|-257500.47|-803641.71|060750.22|368677.71|-408681.45|087402.14|66|-613237.24|7|1|4|
202108266|2|7|-350847.41|484421.52|-820665.26|-601452.64|-587856.08|-865006.14|606722.74|-482333.04|-673668.67|576884.62|05|-845227.43|1|0|1|
763245260|1|3|775361.28|-250122.14|-123751.00|-165384.80|-063014.07|-001060.54|-862777.84|427581.02|352605.23|-182560.02|41|-851625.43|6|7|4|
651427715|0|6|800605.07|687441.32|633230.38|-588015.05|080616.86|127783.46|517411.61|-533861.11|-186675.34|565708.32|46|-234761.06|6|1|3|
152578042|5|0|133088.03|-858417.65|-743646.33|522477.30|-251438.30|-036464.82|055282.30|022042.64|370332.04|-531417.35|38|-154523.28|4|4|5|
058815457|2|0|221385.76|-874127.14|-564745.71|040764.66|-354758.77|-688401.21|-120662.28|563041.58|-753517.28|142450.23|40|-802526.36|5|6|5|
858566518|8|0|-756372.54|-155105.24|383768.30|-481326.35|-242141.50|-065660.27|-061186.31|600010.87|-103284.06|437752.72|06|-643241.01|4|0|3|
836441016|8|0|858611.18|-123655.81|551588.11|-231353.35|400133.25|-087345.53|-420005.50|-786020.82|-573583.87|-651165.81|24|-031133.20|4|2|1|
151103823|7|0|-762030.02|882763.61|-056230.16|-562788.60|001674.86|263270.02|-468545.75|236008.60|-507040.15|251005.64|74|825430.34|0|5|0|
841430571|6|7|525127.54|-885223.13|-654635.00|536145.68|188527.40|-838635.35|-206888.75|-472571.23|-182235.37|-335368.66|74|-652315.85|8|5|5|
728448236|7|0|153763.00|-473427.20|-345311.67|-253432.26|088238.05|158380.75|602812.40|232864.02|721427.54|-856758.03|44|763824.16|0|3|5|
306181153|7|1|024412.26|610106.75|-613308.81|627360.57|871102.84|471183.70|055434.07|-203482.21|584382.15|061705.13|64|657238.00|6|4|4|
416105864|8|7|-482421.60|-346787.64|-842738.71|-003201.41|406684.81|077864.25|-381310.01|-240830.17|-823053.64|-387558.06|37|-074282.41|8|5|4|
315087300|4|6|-670226.82|315534.78|-831121.36|430304.82|-882337.04|643838.06|-434448.26|-831848.22|871368.56|082764.34|54|-815286.08|4|7|6|
563668825|8|6|-557362.42|250381.50|-883005.87|446671.36|-466242.74|-766505.33|765104.77|484463.52|270272.33|128618.65|47|375423.73|4|7|5|
318188005|5|3|316706.04|-708301.34|-514866.36|-825526.13|-783481.83|-036703.34|-057036.52|-132876.68|015777.34|-553681.50|72|017424.25|6|1|2|
082200625|2|5|-238487.84|852181.28|852602.07|-225118.28|-267345.80|187353.41|716805.28|-158300.02|555321.12|-035233.60|51|-306738.66|8|8|0|
043605277|4|4|-322188.71|-355806.34|646545.72|681286.66|715153.71|-328854.04|316052.87|075200.17|-686084.31|-338603.77|58|263502.51|6|7|8|
625543085|6|2|-043084.81|262154.68|-306547.54|734166.08|502863.15|-008171.66|-218735.52|237361.08|874530.53|-275642.40|80|-225215.37|6|5|2|
512575366|6|3|-146063.66|833734.52|544613.06|-616506.75|475146.08|-247525.01|545124.78|470106.46|271040.01|-066844.14|42|640507.16|1|2|6|
538601364|1|0|373385.74|-065678.84|-752731.15|-380166.45|203072.88|-611168.24|-586341.65|815010.10|-657403.30|-554325.26|18|532251.54|4|4|0|
706602126|0|6|382623.31|261260.20|746742.66|-434210.07|-826762.45|-313528.58|-840325.38|-817034.44|227234.33|-621380.27|28|478852.03|2|3|3|
038124401|6|2|-044057.01|618744.57|248103.45|-403385.43|-104631.68|-306003.18|-432574.75|-738474.85|-340083.07|072523.22|38|734685.05|5|8|2|
808586020|0|2|-728384.45|-720070.03|337712.03|-704687.02|615363.07|021302.66|-588085.11|-402062.37|-478622.54|-731817.45|00|341421.40|6|8|6|
348552174|8|6|276061.24|376406.25|807151.08|-181654.63|153363.04|151238.40|386874.30|-232624.60|-126415.48|-574146.44|71|-615372.51|0|3|3|
326776617|0|1|374445.44|-333431.36|753748.52|147647.07|215468.35|-740874.18|122037.48|-532452.58|731113.23|-233385.15|62|-310284.80|7|4|0|
038037845|7|6|-555858.03|-686705.24|-271638.25|-628012.56|363224.12|372301.57|-204705.45|351004.42|605584.48|-332368.50|17|-435630.02|0|7|3|
075142842|6|6|083287.72|-670526.38|-281183.33|-445140.28|577764.43|-626810.71|-280545.03|-631178.33|-615048.14|-033712.62|52|448154.72|6|1|1|
813630853|0|7|-014207.61|-523066.33|-886378.38|355575.84|-252216.45|-735151.61|-107243.65|-243624.47|543434.74|750131.20|86|350075.48|3|0|2|
333611375|4|7|452385.24|-417237.77|-602366.02|166088.34|320255.74|655514.23|737568.36|-460710.75|-610482.37|137633.02|20|-017246.87|2|0|1|
236340231|8|3|118611.25|-855861.72|321141.58|587880.48|887626.77|-788207.58|-447770.40|422253.50|645376.64|758551.73|71|-573853.02|8|6|0|
708574785|0|6|737214.88|420573.70|-825107.16|-355313.65|832323.22|-887124.87|281204.37|-611554.62|-157415.87|852821.35|12|102676.70|7|5|2|
535853546|8|2|-472166.44|361282.03|121705.15|-227685.02|201880.67|354352.20|046510.70|-826831.63|201483.85|277100.60|56|036385.12|0|6|1|
556004622|7|7|-443572.10|-185468.15|-452812.34|607418.05|046015.23|-776568.22|287721.84|808657.52|311316.26|686610.78|00|-457162.67|0|2|0|
431838857|1|0|-635561.14|-686404.12|553215.25|101762.55|-710185.16|838138.14|-678747.34|712524.03|084265.67|-754844.02|52|-788485.30|1|2|5|
331653241|5|1|500046.63|820145.72|-102477.13|-035485.28|447418.71|-073672.57|-805453.72|-706540.16|651778.84|764516.52|70|-515851.27|8|0|5|
847238355|1|2|321667.62|821726.06|-427015.03|432752.72|565512.40|-210427.51|247385.05|458475.07|-852040.23|822726.75|10|714580.35|6|1|0|
717016224|3|1|-868752.33|-407384.84|-217010.84|-122537.11|813825.07|-345126.08|478188.76|844025.33|836651.74|-526428.21|54|875504.72|8|3|4|
002465585|8|6|610712.11|014044.75|-813317.18|-254252.75|262628.34|-313630.71|661450.51|364845.47|614130.75|815262.38|42|-113413.12|7|1|1|
728730675|0|0|280701.35|-435644.17|677856.38|-277007.40|453688.46|-733038.16|436348.38|-407546.41|-446202.67|-182778.70|62|-156677.72|2|6|3|
433188823|5|5|-250460.44|-661268.44|287518.03|775713.48|-532642.02|-436202.43|-584122.26|-412144.88|447371.00|212687.11|04|-111381.80|5|0|8|
573450835|3|1|-837453.50|503515.58|-758066.64|-604303.23|-048658.82|583817.80|-080775.16|870677.06|-223831.34|400128.71|60|-300134.57|8|3|4|
617273764|2|1|447186.76|274488.76|-350130.25|-740854.28|585335.57|-828067.35|-507285.12|-188200.35|-586017.62|-475366.83|84|-714768.61|0|4|4|
266275053|5|4|012214.75|412712.63|585287.50|-070665.47|144078.62|-004421.36|482518.32|512332.52|887735.42|285162.61|75|826522.54|7|5|1|
584652437|5|6|-131627.44|-761136.04|-783664.83|-848368.30|-537410.02|376832.70|803408.56|-727342.63|-267308.48|606310.13|00|275208.33|0|7|2|
374843332|3|2|-054073.73|100726.52|653688.24|-651716.32|-084348.33|-244257.28|-181017.88|470823.88|-301130.30|835261.22|04|016442.21|0|1|6|
105416800|1|1|238523.44|-570131.22|213606.31|-506326.54|-540012.50|-321250.71|821767.84|-811521.20|085642.54|-447455.75|40|085471.45|7|6|1|
684876074|4|1|-551445.82|-303251.53|-838047.25|-570041.87|084622.25|173557.02|275787.85|-545170.16|-283634.64|326757.03|47|-004240.21|7|8|5|
202054372|3|5|-622315.25|488323.55|607413.63|833828.65|086447.63|844408.68|706583.85|-425084.83|-880610.64|630637.88|28|113225.15|2|0|3|
726424073|8|7|512764.63|-617461.81|-347546.03|254635.47|-712007.40|274042.88|-110811.00|123858.33|-318208.64|-605155.23|00|-151466.01|2|0|2|
203885614|8|0|-842335.28|-358010.14|-155507.43|116606.81|060004.35|780164.12|358258.37|-608281.03|-153437.03|654276.32|36|-148465.85|5|3|4|
283483174|1|6|621353.42|-446055.56|724875.83|-525538.05|-066510.50|-270150.41|305537.75|516472.13|-602582.73|-166125.80|06|263554.55|5|3|8|
583818775|2|2|841625.67|328211.63|-317856.85|883880.71|046256.23|858376.46|-015218.67|535714.84|281423.01|680883.31|68|-028812.70|7|5|1|
278861656|8|0|-348246.57|-660504.30|525420.05|333067.84|-400046.42|110658.55|007028.12|-424332.15|-553372.75|-000730.50|88|-886383.28|7|5|5|
634150073|5|3|477516.88|-065760.22|-144540.63|-748545.56|380252.13|688380.66|264420.54|753077.83|152663.68|518058.16|14|-737270.62|5|1|2|
808422808|3|7|888358.14|470322.64|416508.24|-367465.36|265131.78|833270.67|-067355.73|160587.15|368646.53|656525.28|32|-610602.14|3|7|4|
148164122|6|1|855376.47|-227804.75|-260723.62|-303752.23|357068.15|043576.75|255033.43|-744187.21|072124.54|-238070.54|40|-281882.75|2|8|1|
883352403|2|2|642271.67|-787215.77|147113.26|243775.87|720438.83|071276.35|313031.68|532026.08|772756.54|-610364.17|27|138408.30|4|7|8|
248216134|7|2|283464.73|344581.86|011360.23|048042.21|-827550.36|-132344.64|150670.20|-666824.83|363145.03|465830.28|51|-612548.24|8|1|6|
158370012|8|1|-884881.07|-203612.62|124102.48|482744.87|-128743.16|072567.68|-182021.35|-313137.10|-501210.68|-257516.06|83|633885.27|8|8|8|
434324007|2|5|461348.30|614226.13|055817.25|164226.14|-715333.72|454720.10|-460777.57|-771165.06|-238788.84|-437030.33|17|254247.88|5|4|2|
837512358|4|6|-683826.56|321557.56|-406840.05|-405300.88|-707552.42|-662626.63|-243520.36|-573504.88|516366.81|-882311.43|21|185057.58|8|0|2|
251124161|8|7|-743818.54|042472.61|-855408.33|550425.52|225265.88|304264.17|-017288.68|732762.33|743662.46|704267.22|00|525335.41|0|8|5|
006351217|4|4|-656326.65|133352.68|-145638.58|-772613.17|-630782.48|656827.56|-285267.77|-835223.64|370204.67|-803623.21|15|486011.40|3|7|0|
282087487|1|6|654683.22|667107.36|-672672.81|-846105.68|-728325.64|-376816.67|626685.88|-328704.42|677473.62|-842130.83|40|315415.01|6|5|8|
225058160|4|1|-222822.71|482440.86|-667462.35|822737.08|303337.76|-727382.81|-742485.47|-580221.34|565117.43|583738.40|03|061811.83|7|7|8|
874610624|3|1|-178670.24|-564615.12|-513124.51|-051802.11|-270744.85|-273135.53|-317571.16|-512782.76|788008.07|262700.54|36|-156751.72|1|0|2|
762555523|6|0|434512.61|517308.32|-348228.86|114538.44|-206473.14|615488.10|-326185.41|380535.42|268686.35|847301.24|77|-160166.52|6|0|0|
445417840|8|6|-861604.36|-732338.81|-373244.17|521416.77|-046127.10|302056.56|673348.57|105048.50|614278.47|741785.34|74|044368.23|4|2|1|
365461661|0|2|528025.37|028748.23|-067364.75|-361314.66|740171.34|-346501.56|605314.35|-474102.65|-778445.77|-728163.06|62|-703077.53|4|4|1|
013068673|7|0|-212038.03|814655.45|-824854.05|-747725.75|-513385.48|-241048.88|406163.83|447530.57|-721007.88|-156725.31|37|573741.63|6|1|2|
803467618|0|6|-118034.82|800654.63|-762673.46|400522.08|-430340.22|851265.84|576073.28|-058316.55|683814.10|-637255.31|53|-848848.44|0|2|3|
818321562|8|4|-331437.63|-666713.38|-386071.05|-057471.54|640302.25|-483812.37|542563.38|-030536.81|-154088.52|417615.48|04|-248115.15|7|4|6|
838347647|5|6|801022.22|-505814.70|251544.27|-131355.41|-708225.74|648858.62|-317038.21|-676056.06|715132.20|-253156.43|50|-547271.56|4|8|6|
345435748|1|1|205620.37|-153885.10|-525073.88|-645411.33|522512.47|083744.78|506372.50|-518887.46|254467.51|-100236.37|52|-030156.58|5|2|3|
530005812|5|6|387084.72|204774.12|-528742.27|312884.61|-765130.83|-202653.46|-163648.22|-174141.53|046638.42|-307705.16|54|082258.32|1|5|6|
088627251|3|5|-767516.84|020120.63|421518.15|874605.03|380335.54|-303116.15|-622420.38|314400.71|160555.67|-337531.83|16|-348570.77|1|7|2|
527045758|8|2|-321857.02|-831480.08|675038.70|545104.18|388140.88|124636.81|-266176.84|-687880.14|675640.26|-266166.47|13|-657475.03|1|5|3|
582145006|1|5|333038.25|686675.02|-644245.58|-048270.16|548726.61|813743.30|-431433.70|-312626.62|-704178.10|630706.65|35|424874.84|5|5|8|
008563358|3|1|840756.34|-115662.31|284570.80|343673.37|163343.14|045723.43|-865166.04|032846.64|-088066.70|013771.41|52|-316471.28|8|2|8|
576248433|4|3|631625.68|555075.23|628162.71|600622.26|-160067.71|-177058.67|-210750.21|-253575.03|-286615.88|714306.81|87|-240572.18|2|8|2|
161714458|2|3|005810.70|-140080.34|783716.47|-343068.62|431001.46|737328.77|-808683.00|-055151.54|156542.36|-083420.82|07|-744812.15|0|3|4|
282882332|8|4|-806038.53|725846.08|-474315.08|536442.47|-578148.20|-713147.12|-887608.75|-432142.12|-508483.17|-647678.54|13|507886.36|7|5|2|
163404733|1|4|515750.82|888786.41|-271716.32|-801820.41|-161226.51|-103318.24|-345670.40|113660.02|403715.73|-265713.12|56|838555.74|1|3|6|
522574650|0|3|380751.10|083287.54|-046825.62|-373515.82|258182.22|312360.54|-382026.57|136184.18|-343064.74|341350.86|68|531250.51|4|2|3|
488765103|1|7|376614.80|-552018.72|346625.72|-672473.42|-750224.10|505325.81|528840.11|070750.57|283042.53|250217.14|45|057758.80|3|4|3|
865100753|4|6|-030065.55|742046.84|030577.20|-552040.37|-806321.54|867503.80|756086.10|723471.28|881685.68|-644280.11|20|-811472.15|5|2|6|
167056142|8|2|-428657.02|-375302.37|-468863.47|157771.43|836184.85|045776.31|-123006.75|-886185.54|-715613.65|-324421.81|32|-780042.50|6|7|0|
620223341|3|4|287088.06|125078.15|168005.04|418811.26|127233.61|-675447.51|-288720.22|-121346.64|184830.65|248074.44|00|035323.21|0|8|8|
863120541|2|1|103068.81|-844222.88|-687143.31|-162171.63|704667.41|344118.24|271836.37|-853378.23|435183.48|-505843.68|47|115840.57|0|6|7|
411887602|0|0|528441.30|884087.50|034827.42|186026.37|-421675.21|750021.66|477240.15|837776.80|-276420.73|-063043.53|80|487360.48|6|4|2|
286731675|1|7|-576370.38|877701.55|-250186.78|312827.48|-256452.34|-538026.15|104736.27|455667.85|187017.76|887342.00|32|233875.54|3|1|6|
146663314|2|8|-073421.43|305337.78|851454.65|640762.71|020805.20|048011.40|-665478.24|403780.68|471373.66|-426773.07|83|-401244.51|1|8|0|
117473568|6|1|-541857.86|-002403.12|-810055.23|612506.42|-646470.57|871856.48|-057248.52|-361438.71|-540857.55|052135.35|10|118306.72|8|5|7|
410270147|2|7|514520.81|-461541.31|875270.27|464306.27|388166.22|-847863.31|130701.25|-530152.77|-766454.70|166826.47|47|-832650.08|3|6|3|
183622368|5|3|-772352.45|337582.46|-124617.28|668400.28|617332.00|-525013.27|-053636.13|607568.36|271440.86|-848442.17|55|-855683.73|6|7|7|
331250771|1|8|-622848.22|-426385.51|153366.60|-613571.83|433067.73|211114.68|-165472.31|-081206.02|747413.63|-811483.70|15|804514.77|8|0|3|
836071576|6|5|-662138.38|-332824.31|-185501.06|-030635.36|-856756.18|-046238.12|024083.57|-635055.43|238618.36|674180.78|28|062033.37|3|0|7|
486812362|6|7|687711.13|440703.20|-358755.23|-157325.03|-435087.38|-030835.64|758265.52|252013.17|-066212.26|165618.08|02|-066022.17|0|5|7|
165064441|3|4|262151.35|-126331.02|042760.42|-187103.80|587328.07|-825406.30|-772404.65|225365.63|862787.22|748111.70|85|365805.71|8|0|4|
530247183|2|2|344044.70|437504.64|764270.12|634214.04|-353851.23|120584.73|320461.80|048821.40|-002012.03|685774.14|65|602305.56|5|1|1|
726536616|7|3|-310085.51|-752756.06|624205.32|-154003.21|-278065.62|001330.20|-313367.62|810230.04|660276.37|834537.40|05|728736.03|4|3|6|
756018818|6|0|-572335.15|711776.58|-361155.72|-725867.88|046112.01|-263141.26|-414178.64|-136817.01|064083.38|160840.21|86|052856.85|5|8|0|
357438236|2|3|630155.00|-731552.54|644347.01|-146870.26|-373543.50|862784.81|-451420.06|518675.80|-572088.11|-347121.62|53|-100882.20|5|8|5|
737011883|7|6|177037.75|-654876.07|222476.03|-753405.41|-233317.43|-015867.60|-778518.74|862165.36|555070.71|-603714.85|87|-164304.38|3|2|0|
537172364|3|4|-516756.10|202678.38|-354716.13|330102.03|707884.44|651275.12|-187770.04|182128.30|755784.64|-768848.54|01|212463.23|6|0|5|
363325463|4|5|140761.16|384116.34|-622014.77|-148610.01|434434.65|068250.87|-017858.87|106205.66|130603.61|726507.43|22|-762561.35|0|2|3|
260616026|7|4|015520.83|-644046.75|-368405.44|-754635.18|-022377.88|-486352.43|467335.42|-858247.70|-015471.75|017856.23|16|-554144.55|0|0|2|
172237271|8|8|113466.10|-488375.26|510833.21|804448.40|-342373.37|-641378.08|-511160.02|-480676.28|246184.50|670687.33|37|670532.75|7|7|5|
348070541|3|5|031165.33|013263.14|104224.04|344303.31|034021.63|-717154.42|173036.58|370058.57|037606.42|-280658.08|33|027730.36|7|6|7|
573863186|2|2|-385455.01|082256.83|027277.26|211250.04|-871007.81|-140885.61|-802401.02|337854.06|515471.20|-806468.85|80|-668183.36|7|1|1|
540178004|3|7|511330.67|-785353.34|875084.25|-223144.67|-124076.32|170578.25|756243.71|-027327.26|-044215.38|-122512.27|43|671007.23|1|2|4|
218725727|8|2|460710.41|-574564.15|-871430.77|628746.40|-174587.88|688273.61|-516238.57|875763.17|770212.33|-278581.37|28|758814.37|6|5|0|
682257734|8|3|-242455.33|-283800.27|401858.78|-843854.57|-267538.77|110868.14|-188415.58|-658323.88|688373.87|515867.08|28|540571.47|5|0|3|
338736878|3|8|-002281.57|-813050.00|-878315.60|738513.16|-844684.72|458412.86|760002.01|-422461.24|388772.48|818187.20|76|-642820.44|1|4|5|
305800252|6|6|140788.22|720318.21|428330.41|682251.66|816250.11|-310762.87|-358845.71|-321335.86|485783.51|-684717.17|05|-715173.35|8|0|2|
004805642|1|2|616536.85|661027.32|226618.26|-523701.66|021668.37|-354436.72|-040847.67|160275.22|808548.61|345150.50|61|384464.04|3|2|2|
240551684|1|1|485750.32|-527858.03|324436.83|332272.57|851105.05|677811.83|304713.62|288361.64|704155.57|-188207.77|64|-228227.27|5|7|0|
760373853|2|7|-213738.24|072883.38|-830758.85|843887.41|-085522.82|355088.86|-742018.64|031414.41|-835240.32|-460110.48|45|-710467.13|6|2|0|
150133813|1|2|713200.04|-061723.88|083243.66|167205.86|-453842.76|567704.24|-083682.76|-241844.02|676826.44|553808.35|34|286705.63|5|0|1|
478658863|8|7|045544.28|348174.31|-632282.23|721431.08|171431.63|167808.55|405258.02|-782503.78|553852.67|714173.21|05|-415281.04|2|7|0|
033200654|6|3|-237210.65|324245.16|-042203.25|-487783.78|085115.47|243367.51|-858158.72|505836.35|-325572.63|564628.68|88|507238.54|6|7|2|
574243742|5|6|-014065.15|178315.78|-626215.46|333452.37|-823371.13|630752.11|276758.40|042248.57|017656.44|-002552.16|38|-613472.58|2|2|6|
001754683|5|3|450677.64|287640.75|013205.15|-714647.52|402876.73|-624244.75|-204814.74|-181221.82|413578.73|-516354.12|70|-267863.35|2|7|3|
151505763|2|5|-656473.37|-521734.76|-576250.58|-528785.68|365710.84|530668.16|-052631.75|-842236.83|-608154.16|-036235.85|43|122770.83|7|6|5|
303110544|0|8|874212.25|005083.36|-774451.60|782652.08|067018.34|056514.85|144742.37|751331.04|260430.20|-623240.74|37|-322881.18|6|8|1|
527666522|2|1|248725.13|413522.81|-573131.55|-743861.77|-001277.23|-047510.68|-386582.54|704881.55|-858578.06|042017.23|48|-053512.43|0|8|4|
716255637|5|3|-302861.53|-002666.25|121672.21|043267.77|861736.41|-816588.78|724632.74|-607610.56|881403.75|-817481.26|82|613226.80|6|4|1|
782418311|8|0|580282.05|-255211.72|048338.11|-620026.32|-260530.34|110070.52|882346.88|-066324.57|147575.20|414338.42|61|-318182.17|3|8|2|
573458286|4|3|406740.37|-228302.81|148268.54|-440645.47|-313347.61|-678680.40|670322.51|-538580.88|283151.86|611450.18|52|-037846.82|0|6|8|
301806273|1|8|445463.73|-305405.10|-075767.75|375610.45|464071.42|-773425.22|-070356.52|-623780.58|-331450.06|-023638.67|86|-676028.46|7|5|6|
271168633|0|5|236335.36|571153.56|578355.06|-880157.72|437464.42|560021.38|-184060.13|-801864.54|654206.65|121158.36|06|527675.74|4|1|6|
340450156|3|3|550787.45|757686.82|-106417.81|564654.54|-710110.06|-666444.03|-072051.23|672733.86|-528381.18|-306713.31|62|-722072.36|1|2|6|
083601582|7|8|523848.33|-186622.14|446484.12|-476058.14|200510.24|114153.52|-208536.32|233747.04|-551725.30|-771664.08|22|-252462.22|5|4|4|
733347540|5|4|758253.27|430152.83|445606.78|-378471.13|-712243.31|-858210.86|-136026.17|-832162.72|455447.72|681354.82|81|-605548.54|8|1|0|
723676051|6|8|365116.37|-537067.78|440818.11|-648138.43|-784456.54|-320380.10|663568.38|-685785.30|470202.42|357078.08|16|-516130.26|1|0|5|
334135072|4|6|-171684.02|-001303.71|-471442.48|847202.75|-845483.30|-344077.86|420404.87|-736506.77|756642.38|-836243.12|34|-646233.60|3|4|1|
